Artist Name,Track Name,Class
Robert Ellis,When You're Away,1
Rosie Tucker,Gay Bar,1
Spoon,The Way We Get By,1
John Leyton,Johnny Remember Me,1
Catching Flies,GLY,1
Castaways,"Liar, Liar",1
Spank Rock,Bump - Switch Remix,1
A.A. Bondy,Images of Love,1
Talking Heads,Take Me to the River,1
Wand,Scarecrow,1
Whitney,Strange Overtones,1
Dehd,Flying,1
Aukai,Akal Ki,1
Billie Marten,Human Replacement,1
Great Grandpa,Bloom,1
Ethan Tasch,Face Again,1
Shamir,Ocean Eyes,1
duendita,Open Eyes,1
Eels,Susan's House,1
Jake Milliner,Freddie's Winning Hand,1
Luna Li,Cherry Pit,1
BRONCHO,Class Historian,1
Goat Girl,Bang,1
M.A.G.S.,Sunrise,1
Grace Mitchell,MANGO,1
DJ Counselling,Cool Air,1
Jungle,Busy Earnin',1
Plants and Animals,Le Queens,1
The Flaming Lips,She Don't Use Jelly,1
Homeschool,Smartest Man (feat. Samia),1
Smerz,Remember,1
Rezz,Someone Else,1
Cut Worms,Every Once In A While,1
David Shaw,Heavy Soul,1
Emily Nenni,Long Game,1
Falana,Joy,1
Eve 6,can we combine,1
Otis Junior,You and Me,1
Nirvana,Heart-Shaped Box,1
Durand Jones & The Indications,Witchoo,1
St. Vincent,Down,1
James Vincent McMorrow,I Should Go (with Kenny Beats),1
Scissor Sisters,Take Your Mama,1
Parquet Courts,Human Performance,1
Soko,Looking For Love,1
girlhouse,pretty girl in la,1
NewDad,Slowly,1
Arctic Monkeys,Do I Wanna Know?,1
Feiertag,Pinstripes (feat. Feiertag),1
Sempra,B Mine?,1
Luke Smith,It's Time,1
Jungle,Keep Moving,1
VTSS,To Whom All Lovers,1
Logan Ledger,Starlight,1
Savannah Conley,Being Around You,1
TDJ,Open Air,1
Beck,Devils Haircut,1
The Wilder Blue,Feelin' the Miles,1
Don Rimini,Let Me Back Up - Crookers Tetsujin Remix,1
Patrick Paige II,Whisper (Want My Luv),1
Greentea Peng,Spells,1
Julien Baker,Faith Healer,1
Gaye Su Akyol,İsyan Manifestosu,1
Unknown Mortal Orchestra,American Guilt,1
Jason Isbell and the 400 Unit,Dreamsicle,1
Julia Kent,Carapace,1
Tall Juan,Atlantico,1
Clairmont The Second,intres-ting,1
Leon Bridges,Motorbike,1
Joan As Police Woman,Holy City,1
Naia Izumi,Soft Spoken,1
King Gizzard & The Lizard Wizard,Work This Time,1
Lewis Del Mar,Rosalie (CH. II),1
The Orielles,Bobbi's Second World,1
Kree Harrison,That's How Hearts Get Broken,1
Miguel,So I Lie,1
Dj Streaks,More To Life? - Edit,1
LoveLeo,BUZZCUT (feat. blackwinterwells),1
The Stranglers,Golden Brown,1
Yo La Tengo,Autumn Sweater,1
Steppenwolf,Magic Carpet Ride,1
The Palms,Levitate,1
Pip Millett,Heavenly Mother,1
ISLAND,Do You Remember The Times,1
Bomba Estéreo,Deja,1
Charlie Marie,Soul Train,1
LUMP,Animal - Edit,1
Future Islands,Seasons (Waiting On You),1
Ron Gallo,Love Supreme (Work Together!),1
The Goon Sax,In the Stone,1
BODEGA,How Did This Happen !?,1
Bendigo Fletcher,Evergreen,1
Jensen McRae,Immune,1
Lucy Dacus,Forever Half Mast,1
Egg Drop Soup,Hard to Hold On,1
The Byrds,Turn! Turn! Turn! (To Everything There Is a Season),1
Brittany Howard,Stay High,1
Franz Ferdinand,Walk Away,1
Chet Faker,Low,1
renforshort,fall apart (with glaive),1
Martha and the Muffins,Echo Beach,1
The Avalanches,Frontier Psychiatrist,1
Jill Andrews,Gimme the Beat Back,1
JayWood,What You Do To Me,1
Unknown Mortal Orchestra,Swim and Sleep (Like a Shark),1
Battle Tapes,Last Resort & Spa,1
Miko Marks,Hold It Together,1
Two Feet,Think I'm Crazy,1
Arcade Fire,Ready to Start,1
Favourite People,Shell Island,1
fanclubwallet,What's Up,1
Madeline Kenney,Sucker,1
Talibah Safiya,Animal Kingdom,1
Rochelle Jordan,All Along,1
Poté,Stare,1
Video Age,Aerostar,1
Nick Lowe,I Love The Sound Of Breaking Glass,1
Morphine,Buena,1
Cihan Mürtezaoğlu,Belli Olmaz,1
Psychic Temple,You Ain't a Star,1
The Psychedelic Furs,Pretty in Pink,1
The Bobby Fuller Four,I Fought the Law - Single Version,1
The Last Dinosaur,Wholeness and the Implicate Order,1
Glenn Astro,The Yancey,1
Lou Reed,"I Love You, Suzanne",1
THE DRIVER ERA,Feel You Now,1
The Bright Light Social Hour,Sun King,1
Brandy Clark,Like Mine,1
The Housemartins,Happy Hour,1
Sirens Of Lesbos,Cobra,1
Why Bonnie,Athlete,1
XTC,Dear God - Remastered 2001,1
The Primitives,Crash,1
Big Ups,Fear,1
Kurt Vile,Pretty Pimpin,1
frown line,September,1
Faye Webster,Cheers,1
Squeeze,Tempted,1
The Goodnight Darlings,Heavy,1
Bag Raiders,Shooting Stars,1
Janis Joplin,Piece Of My Heart,1
Tor,Inkeri,1
Black Pumas,Colors,1
Joywave,It's A Trip!,1
Kasabian,Fire,1
Ratboys,Go Outside,1
MISSIO,Sing To Me,1
The White Stripes,Blue Orchid,1
Lauran Hibberd,Sweat Patch,1
Front Country,Do Re Mi,1
Total Control,Flesh War,1
FEELS,Car,1
Lawrence Hart,Surrender Yourself,1
Villagers,The First Day,1
EKKSTACY,i want to be by your side (feat. herhexx),1
J Dilla,Think Twice - DJ Muro's KG Mix,1
Big Thief,Shark Smile - Edit,1
Menahan Street Band,Queens Highway,1
Foxing,Go Down Together,1
The Cure,Close To Me,1
Plastic Bertrand,Ça Plane Pour Moi,1
Arcade Fire,We Used to Wait,1
Flatland Cavalry,Some Things Never Change,1
Sports,The Look,1
Leon Vynehall,An Exhale,1
K.Flay,Four Letter Words,1
Mocky,Feeling Like I Like,1
Talking Heads,Psycho Killer - 2005 Remaster,1
Tyler Ramsey,A Dream Of Home,1
The Charlatans,The Only One I Know,1
Folamour,The Journey (feat. Zeke Manyika),1
Caleb Elliott,Makes Me Wonder,1
American Aquarium,"Heads Carolina, Tails California",1
Simple Minds,Changeling,1
Fred again..,Marea (We’ve Lost Dancing),1
Everything Everything,Distant Past,1
Lightning Bug,The Right Thing Is Hard To Do,1
The Lazy Eyes,Where's My Brain??? - Edit,1
Radiohead,Karma Police,1
Television,Marquee Moon - Remastered,1
SPIRIT OF THE BEEHIVE,RAPID & COMPLETE RECOVERY,1
Menahan Street Band,The Starchaser,1
Doss,On Your Mind,1
Midas Hutch,Air Power (feat. The Kount),1
Bartholomew Kind,Memento,1
MC5,Kick Out The Jams (Original Uncensored Version),1
Kasabian,Underdog,1
The Brian Jonestown Massacre,Anemone,1
Siriusmo,Nights Off,1
Roxy Music,Love Is The Drug,1
Mndsgn,Slowdance,1
Patti Smith,Free Money,1
Lou Val,Eternal Sunshine,1
Social State,Aerial,1
Captain Beefheart & His Magic Band,Zig Zag Wanderer,1
Simple Minds,Theme For Great Cities,1
KAYTRANADA,Caution,1
The Backseat Lovers,Kilby Girl,1
Tom Robinson Band,2-4-6-8 Motorway,1
The Doors,Love Her Madly,1
ufo ufo,Strange Clouds,1
Altin Gün,Yüce Dag Basinda,1
Altin Gün,Yüce Dağ Başında,1
Sorry,Starstruck - Single Version,1
MC5,Kick out the Jams,1
Foals,Exits,1
The National,Bloodbuzz Ohio,1
Ron Gallo,Kill the Medicine Man,1
Annie Taylor,Where The Grass Is Greener,1
Le Tigre,Deceptacon,1
Jeremy J. Saks,The Theory of Sound,1
BOYTOY,NY Rip Off,1
King Gizzard & The Lizard Wizard,Honey,1
The Mönic,Just Mad,1
The Black Keys,Crawling Kingsnake - Edit,1
Eliza & The Delusionals,Just Exist,1
The Selecter,On my Radio,1
The Specials,Ghost Town,1
Muse,Supermassive Black Hole,1
Nate Fredrick,Paducah,1
Phoebe Bridgers,Kyoto,1
Dream Wife,Hasta La Vista,1
Cautious Clay,Karma & Friends,1
Larry Tee,Licky (Work It Out) - Hervé Goes Low Remix,1
MGMT,Electric Feel - Justice Remix,1
Hailey Whitters,Glad To Be Here (feat. Brent Cobb),1
Boys Noize,& Down,1
Herman Brood & His Wild Romance,Hot Shot,1
Bachelor,Stay in the Car,1
Forth Wanderers,Nevermine,1
King Gizzard & The Lizard Wizard,Intrasport,1
Arlo McKinley,Die Midwestern,1
Mac Leaphart,That Train,1
Built To Spill,Life in Vain,1
The Sleepy Jackson,Good Dancers,1
The Wombats,Cheetah Tongue,1
La Femme,Cool Colorado,1
Wye Oak,Evergreen,1
Surfer Blood,Parkland (Into the Silence),1
Jake Wesley Rogers,Middle of Love,1
Beck,Chemical,1
Rolling Blackouts Coastal Fever,Read My Mind,1
Sasha,HNDI,1
Foo Fighters,Chasing Birds,1
The Cramps,Human Fly,1
Pépe,Bridging Mechanics,1
NiNE8,FVR105 - p-rallel Remix,1
King Charles,Freak - Radio Edit,1
Eno • Hyde,Daddy's Car,1
Stephen Malkmus,Xian Man,1
BLAB,Casual Sex,1
Babyshambles,Killamangiro,1
PVRIS,Use Me (feat. 070 Shake),1
Mattiel,Those Words,1
White Denim,It Might Get Dark,1
The Adverts,Gary Gilmore's Eyes,1
Patti Smith,People Have the Power,1
Stephen Malkmus & The Jicks,Chartjunk,1
Everything Everything,No Reptiles,1
The Only Ones,Another Girl Another Planet,1
Beastie Boys,Sabotage,1
Rad Horror,Narration of a Lost Millennial,1
Daði Freyr,Think About Things,1
Maximo Park,Our Velocity,1
Mink Mussel Creek,Cat Love Power,1
Siouxsie and the Banshees,The Passenger,1
Delta 5,Mind Your Own Business,1
Gary Numan,Are 'Friends' Electric?,1
Wand,Wonder,1
Joy Oladokun,sorry isn't good enough,1
Bring Me The Horizon,Parasite Eve,1
Fontaines D.C.,Too Real,1
Brandon Jack & The Artifacts,four days,1
ARXX,Deep,1
Yak,Bellyache,1
Chiiild,Sleepwalking,1
Karen Nyame KG,Koko,1
Vundabar,Montage Music,1
Halflives,Rockstar Everyday,1
The Strangeloves,I Want Candy,1
Rise Against,"Broken Dreams, Inc. - HEALTH Remix",1
The Black Keys,Howlin' for You,1
Esmé Patterson,Out The Door,1
Laurence Guy,Mutual Excitement is a Wonderful Thing,1
Cameo Blush,Lucky - Edit,1
Parquet Courts,Master Of My Craft,1
Qrion,Monolith,1
Middle Kids,Stacking Chairs,1
Martha Hill,Grilled Cheese,1
River Tiber,Hypnotized,1
Logic1000,Like My Way,1
Jeff Buckley,Grace,1
Liza Anne,Desire,1
Yuksek,Tonight,1
Brett Dennen,See the World,1
The Steel Woods,All of Your Stones,1
Foals,My Number,1
Edwyn Collins,A Girl Like You,1
Cadence Weapon,Ghost,1
Melé,Groove La Afrika,1
Kelly Lee Owens,Re-Wild (Breaka Remix),1
The Wrecks,Fvck Somebody,1
Sofia Kourtesis,By Your Side,1
The Stone Roses,Waterfall - Remastered,1
Mt. Eddy,Metaphor,1
Mystery Jets,Bubblegum,1
The Stooges,I Wanna Be Your Dog,1
Kathleen Edwards,Glenfern,1
Yeah Yeah Yeahs,Gold Lion,1
The Chemical Brothers,Block Rockin' Beats,1
Eryn Martin,Ball - Remix,1
Sister James,Questions (feat. Samia),1
Little Boots,Meddle,1
Repenter,Forever,1
The White Stripes,Icky Thump,1
Octo Octa,Find Your Way Home,1
Hiatus Kaiyote,Get Sun (feat. Arthur Verocai) - Pocket Size Radio Edit,1
Lene Lovich,Lucky Number,1
Pixies,Where Is My Mind?,1
Yelle,Je veux te voir,1
Sir Sly,&Run,1
Lloyd Cole and the Commotions,Rattlesnakes,1
Interpol,Rest My Chemistry,1
Moses Boyd,2 Far Gone - Vocal Mix,1
Hildegard,Jour 1,1
Leon Bridges,Like a Ship,1
Jacco Gardner,Find Yourself,1
Kayzo,Breakdown,1
The Smashing Pumpkins,1979 - Remastered 2012,1
Sharon Van Etten,Seventeen,1
Pocket,Different Ways To Love You,1
Skrillex,Too Bizarre (with Swae Lee & Siiickbrain),1
The Black Keys,Lo/Hi,1
Dick Dale and his Del-Tones,Misirlou,1
Evolfo,Strange Lights,1
Flying Lotus,Black Gold,1
Softcult,Take It Off,1
Stiff Little Fingers,Alternative Ulster,1
Glass Animals,Life Itself,1
Carla Geneve,Greg's Discount Chemist,1
Fake Blood,I Think I Like It,1
Altin Gün,Leyla,1
The Sounds,Painted By Numbers,1
Momma,Biohazard,1
Daniel Avery,Endless Hours,1
Bauhaus,Bela Lugosi's Dead (Official Version),1
Ride,Future Love - Reimagined by Pêtr Aleksänder instrumental,1
The Raconteurs,"Steady, As She Goes",1
Led Zeppelin,Immigrant Song - Remaster,1
Modest Mouse,Float On,1
Thrills in +41,Machine Dream,1
Julian Cope,World Shut Your Mouth,1
Highly Suspect,Little One,1
The Dose,Cold Hands,1
beabadoobee,Worth It,1
girl in red,Serotonin,1
The Prodigy,Breathe,1
Caleb Landry Jones,All I Am in You / The Big Worm,1
Supergrass,"Tales of Endurance, Pt. 4, 5 & 6",1
Spirit Mother,Space Cadets,1
Liquid Liquid,Cavern,1
Gary Numan,Cars,1
Shire T,Blue Kiss,1
Plague Vendor,Night Sweats - Edit,1
The Beaches,Let's Go,1
Jealous of the Birds,Young Neanderthal,1
Deep Sea Diver,Impossible Weight,1
Siouxsie and the Banshees,Spellbound,1
The Libertines,Time For Heroes,1
Sleater-Kinney,Bury Our Friends,1
Justice,We Are Your Friends - Justice Vs Simian,1
Moon Duo,Eye 2 Eye,1
Vampire Weekend,A-Punk,1
Betcha,July,1
Martin Luke Brown,Opalite,1
Radiohead,Creep,1
Modest Mouse,We Are Between,1
EL VY,"Return to the Moon (Political Song for Didi Bloome to Sing, with Crescendo)",1
Friendly Fires,Paris (Aeroplane Remix),1
Swearin',Grow into a Ghost,1
Refused,Born On The Outs,1
The Breeders,Cannonball,1
The Chemical Brothers,Let Forever Be,1
Les Petits Pilous,Wake Up - Original,1
Suicide,Dream Baby Dream,1
Trash Boat,Silence Is Golden,1
Black Honey,Beaches,1
The Oil Barons,Vitch,1
Soulex,Rich Girl,1
bbno$,my oh my,1
Jagwar Twin,Down to You,1
Otis Kane,Run,1
Gorillaz,Feel Good Inc.,1
L.A. WITCH,Sleep,1
The Beths,Jump Rope Gazers,1
Metronomy,The Bay - Mr. Mitch Remix,1
The Detroit Cobras,Cha Cha Twist,1
The Raconteurs,Salute Your Solution,1
For Those I Love,You Stayed / To Live,1
The Blue Stones,Black Holes (Solid Ground),1
Built To Spill,Mountain Top,1
CLEWS,Crushed,1
Nada Surf,Popular,1
Arcade Fire,Rebellion (Lies),1
girlhouse,loaded gun,1
Car Seat Headrest,Fill in the Blank,1
Proxy,Raven,1
HUNNY,Xbox Luvr,1
Froth,Passing Thing,1
Coldplay,Higher Power,1
Wild Pink,The Shining but Tropical,1
Wooden Shjips,Eclipse,1
Sir Sly,High,1
Eliza Shaddad,One Last Embrace,1
PJ Harvey,Good Fortune,1
Gossip,Standing In the Way of Control,1
Dirty Pretty Things,Bang Bang You're Dead,1
Gorgeous Bully,I Can See,1
Kaidi & NK-OK,Sweet Shop,1
Nasty Cherry,Win,1
Everyone You Know,Just for the Times,1
Broken Bells,Holding on for Life,1
Black Honey,I Like the Way You Die,1
Adrian Younge,Forever More,1
Dinosaur Pile-Up,Back Foot,1
PJ Harvey,Sheela-na-gig,1
Josiah and the Bonnevilles,Stolen Love,1
ABSOLUTE.,Convalesce (feat. REGALJASON),1
Ocean Colour Scene,The Riverboat Song,1
Gorillaz,Stylo (feat. Mos Def and Bobby Womack),1
Kaiser Chiefs,Ruby,1
Meg Myers,Numb,1
The Breeders,Wait in the Car,1
Garbage,Queer,1
Ell Murphy,Arms Around,1
Nothing But Thieves,Forever & Ever More,1
Nap Eyes,Snake Oil,1
Led Zeppelin,Communication Breakdown - Remaster,1
Metric,Combat Baby,1
Parquet Courts,Black And White,1
Pavement,Cut Your Hair (Remastered),1
The Damned,New Rose,1
Lake Street Dive,Hypotheticals - Edit,1
Sad Night Dynamite,Smoke Hole,1
Land of Talk,A/B Futures,1
Inhaler,Who's Your Money On? (Plastic House),1
Kaiser Chiefs,Oh My God,1
Earth Trax,Ambient Dance - Radio Mix,1
Tigercub,Stop Beating on My Heart (Like a Bass Drum),1
LCD Soundsystem,Drunk Girls - Holy Ghost! Remix,1
LCD Soundsystem,Drunk Girls,1
PJ Harvey,Rid Of Me,1
Echo & the Bunnymen,The Cutter,1
Softcult,Another Bish,1
Mother Mother,Hayloft,1
Briston Maroney,It's Still Cool If You Don't,1
BLOXX,Coming Up Short,1
Kaiser Chiefs,Everyday I Love You Less And Less,1
Kutiman,Sakla Beni,1
Tempting Fate,Running in Circles,1
Simian Mobile Disco,Hustler,1
Phoxjaw,Trophies in the Attic,1
K.Flay,Giver,1
Dinosaur Jr.,Start Choppin',1
The Faint,The Geeks Were Right,1
ABSOLUTE.,Sage comme une image - Good as Gold,1
Fugazi,Waiting Room,1
The Velvet Underground,Rock & Roll,1
The Velvet Underground,Rock and Roll - Full Length Version; 2015 Remaster,1
Liz Lawrence,Down For Fun,1
Blac Rabbit,Seize the Day,1
Swimm,Man's Man,1
The Big Moon,Your Light,1
The Kills,Cheap And Cheerful - Sebastian remix,1
ARXX,Iron Lung,1
In Tua Nua,Seven Into The Sea,1
Hot Chip,Boy From School - Erol Alkan's Extended Re-Work,1
Dead Poet Society,I Never Loved Myself Like I Loved You,1
KUČKA,No Good For Me,1
Salem,DRACULADS,1
Morgan Wade,Wilder Days,1
Alien Ant Farm,Smooth Criminal,1
Liily,Toro,1
Sports Team,Happy (God’s Own Country),1
DREAMERS,Painkiller,1
Nathan Day,Fade Like You,1
The Rakes,1989,1
Pixies,Gigantic,1
Public Image Ltd.,Rise,1
PWNT,Shortcuts,1
Lower Than Atlantis,Had Enough,1
Erol Alkan,Automatic - Palms Trax Remix,1
morgxn,LOSING MYSELF,1
Doul,The Time Has Come,1
Island Apollo,Hold It Down,1
India Jordan,Feierabend,1
The Flaming Lips,The Yeah Yeah Yeah Song,1
Jimi Hendrix,All Along the Watchtower,1
Veruca Salt,Seether,1
Foals,Mountain at My Gates,1
Kat Von D,Exorcism,1
Cage The Elephant,Broken Boy (feat. Iggy Pop),1
Garbage,Stupid Girl,1
Blondie,Dreaming - Remastered,1
Muse,Time is Running Out,1
Sleater-Kinney,A New Wave,1
PUP,Rot,1
Weezer,I Need Some of That,1
Hard-FI,Hard to Beat,1
The Groans,Colors,1
Ghum,Saturn,1
SebastiAn,Walkman,1
Sofia Kourtesis,Juntos,1
The Faint,I Disappear,1
Deaf Wish,FFS,1
The Hellacopters,Toys And Flavors,1
Mission Of Burma,That's When I Reach For My Revolver,1
The Horrors,Still Life,1
Louf,Formation - Otik Remix,1
Flasher,Punching Up,1
Ty Segall,Taste,1
Bambounou,Up a While,1
Blur,Song 2 - 2012 Remaster,1
Himalayas,Thank God I'm Not You,1
L.A. WITCH,True Believers,1
Kings of Leon,Sex on Fire,1
elegant slims,Not Human,1
Friedberg,Midi 8,1
Shocking Blue,Send Me A Postcard,1
PJ Harvey,Down By The Water,1
Thyla,Everything,1
TV On The Radio,Wolf Like Me,1
Starcrawler,Hollywood Ending,1
Temples,Certainty,1
KennyHoopla,hollywood sucks//,1
Big Spring,Keep The Lights On Me,1
The Replacements,I Will Dare,1
U2,Mysterious Ways,1
The Sounds,No One Sleeps When I’m Awake,1
Kills Birds,Volcano,1
whenyoung,Given Up,1
Jet,Are You Gonna Be My Girl,1
David Bowie,Sound and Vision - 1999 Remaster,1
The OBGMs,Outsah,1
IRONTOM,Call Me the West (with The Dead Deads),1
Normandie,White Flag,1
pizzagirl,car freshener aftershave,1
salute,Want U There,1
TWIN XL,Slow Heart,1
Slomosa,Kevin,1
The Hives,Hate To Say I Told You So,1
Biffy Clyro,End Of,1
Kraftwerk,The Model - 2009 Remaster,1
Pete Shelley,Homosapien,1
Malena Zavala,La Yarará - Single Version,1
Sam Sparro,Black & Gold,1
The Wannadies,Hit,1
Miley Cyrus,Midnight Sky,1
Temples,Holy Horses,1
The Mysterines,Love's Not Enough,1
WARGASM (UK),Rage All Over,1
Des Rocs,This is Our Life,1
The B-52's,Rock Lobster,1
Pixies,Hey,1
Spare Parts For Broken Hearts,Mush,1
Joy Division,Love Will Tear Us Apart - 2010 Remaster,1
Joana Serrat,Pictures,1
The Maccabees,Marks To Prove It,1
Calvin Harris,Acceptable in the 80's - Tom Neville Remix,1
Amyl and The Sniffers,Some Mutts (Can't Be Muzzled),1
Jamie Lenman,I Don't Wanna Be Your Friend,1
The Stranglers,Duchess,1
Blondes,Minimum Wage,1
Jungle,Keep Moving - The Blessed Madonna remix / Edit,1
The Smiths,How Soon Is Now? - 2008 Remaster,1
The Smiths,How Soon Is Now? - 2011 Remaster,1
Prospa,WANT NEED LOVE,1
Destroy Boys,Fences,1
Phoebe Green,Reinvent,1
ENVYYOU,New Friends,1
Calva Louise,Belicoso,1
POORSTACY,Nothing Left,1
Major Murphy,Attention,1
Killing Joke,Eighties,1
Bloc Party,Banquet - Phones Disco Edit,1
Maximo Park,Apply Some Pressure,1
Reignwolf,Black and Red,1
Iceage,Lockdown Blues,1
Black Grape,Reverend Black Grape,1
Black Grape,Kelly's Heroes,1
cleopatrick,hometown,1
'68,Bad Bite,1
The Rapture,How Deep Is Your Love?,1
Slaves,Chokehold,1
MOSES,Cause You Got Me,1
Grandaddy,A.M. 180,1
Eels,Novocaine For The Soul,1
No Love For The Middle Child,Happy Faces,1
Michigander,Better,1
Hether,Sex Wax,1
The Godfathers,"Birth, School, Work, Death",1
The Stills,Still in Love Song,1
Cut Copy,Hearts On Fire - Calvin Harris Remix,1
"Does It Offend You, Yeah?",We Are Rockstars,1
Editors,Munich,1
WAAX,Labrador,1
Supergrass,Alright,1
The OBGMs,Not Again,1
Gang Of Four,To Hell With Poverty,1
DJ BORING,Gardenia,1
Satellite Citi,Getaway,1
my bloody valentine,All I Need,1
Anz,Unravel in the Designated Zone,1
Kasabian,Shoot the Runner,1
Hawkwind,Silver Machine - Live at the Roundhouse London; 1996 Remaster,1
The Strokes,Hard To Explain,1
Franz Ferdinand,Take Me Out,1
Zongamin,Bongo Song,1
Radiohead,Just,1
Marmozets,Captivate You,1
Daft Punk,Technologic,1
Pretty Vicious,Cave Song,1
The Rezillos,Top of the Pops,1
KennyHoopla,lost cause// (with grandson),1
U2,I Will Follow,1
Yeah Yeah Yeahs,Maps,1
Audioslave,Show Me How to Live,1
The Rapture,Echoes,1
Joy Division,Disorder - 2007 Remaster,1
Maximo Park,Graffiti,1
Primal Scream,Loaded - Edit,1
American Teeth,Fix You,1
Borai,Make Me,1
Skegss,Save It For The Weekend,1
Figueroa,Back to the Stars,1
Noel Gallagher's High Flying Birds,AKA... What A Life!,1
Japanese Breakfast,Dreams - Recorded at Spotify Studios NYC,1
Mourn,Fun at the Geysers,1
Pond,Waiting Around For Grace,1
Press Club,Behave,1
Riot In Belgium,La musique - Jbag's Boomboxed Re-Edit,1
The Presets,Are You The One? - Simian Mobile Disco Remix,1
Sonic Youth,Teen Age Riot (Album Version),1
Happy Mondays,24 Hour Party People,1
Velvet Revolver,Slither,1
Rad Horror,Stay Out,1
Friedberg,Lizzy,1
Asquith,NFT - Bass Mix,1
Republica,Ready to Go,1
Temples,Mesmerise,1
Gossip,Standing in the Way of Control - Soulwax Nite Version,1
Boston Manor,Bad Machine,1
Rain Radio,Talk About,1
Radioclit,Divine Gosa - Switch Remix,1
Teenage Bad Girl,Cocotte,1
Jet,Cold Hard Bitch,1
Temples,Shelter Song,1
Soundgarden,Black Hole Sun,1
Kavinsky,Testarossa (SebastiAn Remix),1
Dead Pony,Speak of the Devil,1
Muse,Uprising,1
Narrow Head,Ponderosa Sun Club,1
Royal Blood,Boilermaker,1
Superbloom,Whatever,1
Black Foxxes,Badlands,1
Yeah Yeah Yeahs,Heads Will Roll,1
Placebo,Nancy Boy,1
The Vines,Outtathaway,1
Bass Drum of Death,Just Business,1
Of Monsters and Men,Alligator,1
The Vines,Get Free,1
Bloc Party,Helicopter,1
Pixies,Debaser,1
Sløtface,Tap the pack,1
Hockey Dad,I Missed Out,1
Pillow Queens,Liffey,1
The Walkmen,The Rat,1
Fresh,Nighttime,1
U2,Vertigo,1
Cut Glass Kings,Shadow of Your Love,1
Royal Tusk,Curse the Weather,1
Bloc Party,Banquet,1
Better Oblivion Community Center,Dylan Thomas,1
Gymshorts,Gotta Get Away,1
LOOK MUM NO COMPUTER,Waiting for the World to End,1
The Shivas,Gloria,1
Hinds,Riding Solo,1
Cherym,Kisses On My Cards,1
Dead Poet Society,.burymewhole.,1
Thieves Like Us,Drugs in My Body - Designer Drugs Remix,1
King Nun,Chinese Medicine,1
shame,One Rizla,1
Viagra Boys,Girls & Boys,1
Primal Scream,Gentle Tuesday,1
Electric Six,Gay Bar,1
ONR,It Gets To A Point,1
PÆRISH,Journey of the Prairie King,1
Deftones,Ohms,1
Big Ups,Goes Black,1
*repeat repeat,For Leaving You,1
Thyla,Blue,1
*repeat repeat,Wind in My Sail,1
Dead Pony,"23, Never Me",1
The Tracks,Strange Moments,1
shame,Alphabet,1
The Jesus and Mary Chain,Just Like Honey,1
Nectar,Birthday,1
FEWS,More Than Ever,1
Psychedelic Porn Crumpets,Pukebox,1
Minutemen,Corona,1
